FacilityName                                                   ,City                 ,END
Pathways to Learning Academy                                   ,Harvey               ,
Patoka CUSD 100                                                ,Patoka               ,
Patoka Elem School                                             ,Patoka               ,
Patoka Jr High School                                          ,Patoka               ,
Patoka Sr High School                                          ,Patoka               ,
Patterson Elementary School                                    ,Naperville           ,
Patton Elem School                                             ,Arlington Heights    ,
Paul Revere Intermediate School                                ,Blue Island          ,
Paul Revere Primary School                                     ,Blue Island          ,
Pavilion Foundation Sch - Day Int                              ,Champaign            ,
Pavilion Foundation School                                     ,Champaign            ,
Pavilion Foundation School-Day                                 ,Champaign            ,
Paw Paw CUSD 271                                               ,Paw Paw              ,
Paw Paw Elem School                                            ,Paw Paw              ,
Pawnee CUSD 11                                                 ,Pawnee               ,
Pawnee Grade School                                            ,Pawnee               ,
Pawnee Jr/Sr High Sch                                          ,Pawnee               ,
PAWS                                                           ,Batavia              ,
PAWS Academy                                                   ,Batavia              ,
Paxton-Buckley-Loda CUD 10                                     ,Paxton               ,
Paxton-Buckley-Loda High School                                ,Paxton               ,
Paxton-Buckley-Loda Jr High Sch                                ,Paxton               ,
Payson CUSD 1                                                  ,Payson               ,
Payton College Preparatory HS                                  ,Chicago              ,
Peace and Education Coalition HS                               ,Chicago              ,
PEACE Center                                                   ,Dolton               ,
Peaceful Pathways Montessori                                   ,Yorkville            ,
Pearl City CUSD 200                                            ,Pearl City           ,
Pearl City Elementary School                                   ,Pearl City           ,
Pearl City High School                                         ,Pearl City           ,
Pearl City Jr High School                                      ,Pearl City           ,
Pecatonica Comm Middle School                                  ,Pecatonica           ,
Pecatonica CUSD 321                                            ,Pecatonica           ,
Pecatonica Elem School                                         ,Pecatonica           ,
Pecatonica High School                                         ,Pecatonica           ,
Peck Elem School                                               ,Chicago              ,
Peckwas Preparatory Academy                                    ,Summit Argo          ,
Peirce Elem Intl Studies School                                ,Chicago              ,
Pekin Community High School                                    ,Pekin                ,
Pekin CSD 303                                                  ,Pekin                ,
Pekin Preschool Family Ed Center                               ,Pekin                ,
Pekin PSD 108                                                  ,Pekin                ,
Pembroke CCSD 259                                              ,Hopkins Park         ,
Penn Elem School                                               ,Chicago              ,
Penniman Elem School                                           ,Cahokia              ,
Pennoyer Elem School                                           ,Norridge             ,
Pennoyer SD 79                                                 ,Norridge             ,
Peoria Academy                                                 ,Peoria               ,
Peoria Christian School                                        ,Peoria               ,
Peoria Christian School - Monroe                               ,Peoria Heights       ,
Peoria Co Detention Center 6-8                                 ,Peoria               ,
Peoria Cty Jvnl Det Ctr 9-12                                   ,Peoria               ,
Peoria Educ Reg for Empl Traing                                ,Peoria               ,
Peoria Hebrew Day School                                       ,Peoria               ,
Peoria Heights CUSD 325                                        ,Peoria Heights       ,
Peoria Heights Grade School                                    ,Peoria Heights       ,
Peoria Heights High School                                     ,Peoria Heights       ,
Peoria High School                                             ,Peoria               ,
Peoria Notre Dame High School                                  ,Peoria               ,
Peoria Regional High School                                    ,Hanna City           ,
Peoria ROE                                                     ,Peoria               ,
Peoria SD 150                                                  ,Peoria               ,
Peotone CUSD 207U                                              ,Peotone              ,
Peotone Elem School                                            ,Peotone              ,
Peotone High School                                            ,Peotone              ,
Peotone Intermediate Center                                    ,Frankfort            ,
Peotone Jr High School                                         ,Peotone              ,
Pepper Ridge Elementary School                                 ,Bloomington          ,
Perandoe Educational Program                                   ,Tilden               ,
Perandoe Spec Educ District                                    ,Red Bud              ,
Percy Julian Middle School                                     ,Oak Park             ,
Perez Elem School                                              ,Chicago              ,
Performing Christ Christian Academy                            ,Chicago              ,
Perkins School for the Blind                                   ,Watertown            ,
Perkins School for the Blind - D/B Multi Impaired              ,Watertown            ,
Perkins School for the Blind - D/B Multi Impaired RES          ,Watertown            ,
Perkins School for the Blind - Keller Sullivan Cottage         ,Watertown            ,
Perry Elem School                                              ,Belvidere            ,
Perry Elementary School                                        ,Carpentersville      ,
Pershing Early Learning Center                                 ,Decatur              ,
Pershing Elem Humanities Magnet                                ,Chicago              ,
Pershing Elem School                                           ,Berwyn               ,
Pershing Elem School                                           ,Joliet               ,
Pershing West Elem Magnet School                               ,Chicago              ,
Perspectives Chtr - IIT Campus                                 ,Chicago              ,
Perspectives Chtr - High School of Technology                  ,Chicago              ,
Perspectives Chtr - HS of Tech                                 ,Chicago              ,
Perspectives Chtr - Joslin Campus                              ,Chicago              ,
Perspectives Chtr - Leadership Acad                            ,Chicago              ,
Perspectives IIT Math & Science Academy                        ,Chicago              ,
Peru Catholic School                                           ,Peru                 ,
Peru ESD 124                                                   ,Peru                 ,
Peter J Palombi School                                         ,Lake Villa           ,
Peter M Gombert Elementary Sch                                 ,Aurora               ,
Petersburg Elem School                                         ,Petersburg           ,
Peterson Elem School                                           ,Chicago              ,
Pheasant Ridge Primary School                                  ,Glendale Heights     ,
Philadelphia School of Arts                                    ,Chicago              ,
Philip J Rock Center and School                                ,Glen Ellyn           ,
Phillips Academy High School                                   ,Chicago              ,
Phoenix                                                        ,Elgin                ,
Phoenix Care Systems                                           ,Milwaukee            ,
Phoenix Military Academy HS                                    ,Chicago              ,
Phoenix Program                                                ,Carbon Cliff         ,
Phoenix Safe Schools Program                                   ,Raymond              ,
Piccolo Elem Specialty School                                  ,Chicago              ,
Pickard Elem School                                            ,Chicago              ,
Pierce Downer Elem School                                      ,Downers Grove        ,
Pike County Christian Academy                                  ,Pittsfield           ,
Pikeland Community School                                      ,Pittsfield           ,
Pikeland CUSD 10                                               ,Pittsfield           ,
Pilgrim Lutheran School                                        ,Chicago              ,
Pilsen Elem Community Academy                                  ,Chicago              ,
Pinckneyville CHSD 101                                         ,Pinckneyville        ,
Pinckneyville Comm High School                                 ,Pinckneyville        ,
Pinckneyville Elem School                                      ,Pinckneyville        ,
Pinckneyville Middle School                                    ,Pinckneyville        ,
Pinckneyville SD 50                                            ,Pinckneyville        ,
Pine Crest Elementary School                                   ,Georgetown           ,
Pines Residential Trt Cntr                                     ,Portsmouth           ,
Piney Ridge Treatment Center                                   ,Fayetteville         ,
Pioneer Elem School                                            ,West Chicago         ,
Pioneer Elementary School                                      ,Bolingbrook          ,
Pioneer Grove Educational Center                               ,Frankfort            ,
Pioneer Path                                                   ,Channahon            ,
Piper School                                                   ,Berwyn               ,
Pirie Elem Fine Arts & Academic C                              ,Chicago              ,
Pittsfield High School                                         ,Pittsfield           ,
Pittsfield South Elem School                                   ,Pittsfield           ,
Pk Ridge Intl Mont                                             ,Niles                ,
Plainfield Academy                                             ,Plainfield           ,
Plainfield East High School                                    ,Plainfield           ,
Plainfield Elem School                                         ,Des Plaines          ,
Plainfield High School                                         ,Plainfield           ,
Plainfield North High School                                   ,Plainfield           ,
Plainfield SD 202                                              ,Plainfield           ,
Plainfield South High School                                   ,Plainfield           ,
Plamondon Elem School                                          ,Chicago              ,
Plank Junior High                                              ,Oswego               ,
Plano Area Special Ed Coop                                     ,Plano                ,
Plano CUSD 88                                                  ,Plano                ,
Plano High School                                              ,Plano                ,
Plano Middle School                                            ,Plano                ,
Plato Academy                                                  ,Des Plaines          ,
Plato Learning Acad Elem School                                ,Chicago              ,
Pleasant Acres Elem School                                     ,Rantoul              ,
Pleasant Hill CUSD 3                                           ,Pleasant Hill        ,
Pleasant Hill Elem School                                      ,Pleasant Hill        ,
Pleasant Hill Elem School                                      ,Palatine             ,
Pleasant Hill Elem School                                      ,Winfield             ,
Pleasant Hill Elem School                                      ,Peoria               ,
Pleasant Hill High School                                      ,Pleasant Hill        ,
Pleasant Hill SD 69                                            ,Peoria               ,
Pleasant Lane Elem School                                      ,Lombard              ,
Pleasant Plains CUSD 8                                         ,Pleasant Plains      ,
Pleasant Plains High School                                    ,Pleasant Plains      ,
Pleasant Plains Middle School                                  ,Pleasant Plains      ,
Pleasant Ridge Elem School                                     ,Glenview             ,
Pleasant Valley Intermediate School                            ,Peoria               ,
Pleasant Valley Primary School                                 ,Peoria               ,
Pleasant Valley SD 62                                          ,Peoria               ,
Pleasantdale Elementary School                                 ,La Grange            ,
Pleasantdale Middle Sch                                        ,Burr Ridge           ,
Pleasantdale SD 107                                            ,Burr Ridge           ,
Pleviak Elem School                                            ,Lake Villa           ,
PLT Middle School                                              ,Prophetstown         ,
Plum Grove Jr High School                                      ,Rolling Meadows      ,
Pocahontas Center                                              ,Pocahontas           ,
Poe Elem Classical School                                      ,Chicago              ,
Poko Loko Early Learning Center                                ,Libertyville         ,
Poko Loko Nursery School                                       ,Glenview             ,
Polaris Elem Charter Academy                                   ,Chicago              ,
Polo Comm High School                                          ,Polo                 ,
Polo CUSD 222                                                  ,Polo                 ,
Pontiac CCSD 429                                               ,Pontiac              ,
Pontiac Christian School                                       ,Pontiac              ,
Pontiac High School                                            ,Pontiac              ,
Pontiac Jr High School                                         ,Pontiac              ,
Pontiac Jr High School                                         ,Fairview Heights     ,
Pontiac Twp HSD 90                                             ,Pontiac              ,
Pontiac-W Holliday SD 105                                      ,Fairview Heights     ,
Pope Co CUD 1                                                  ,Golconda             ,
Pope Co High School                                            ,Golconda             ,
Pope County Elementary School                                  ,Golconda             ,
Pope Francis Global Academy North Campus                       ,Chicago              ,
Pope Francis Global Academy South Campus                       ,Chicago              ,
Pope John Paul II Catholic School                              ,Chicago              ,
Pope John XXIII School                                         ,Evanston             ,
Poplar Grove Elem School                                       ,Poplar Grove         ,
Porta Central                                                  ,Petersburg           ,
Porta CUSD 202                                                 ,Petersburg           ,
Porta High School                                              ,Petersburg           ,
Portage Park Elem School                                       ,Chicago              ,
Posen Elem School                                              ,Posen                ,
Posen-Robbins ESD 143-5                                        ,Posen                ,
Potomac CUSD 10                                                ,Potomac              ,
Potomac Elem School                                            ,Potomac              ,
Powell Elem Paideia Comm Academy                               ,Chicago              ,
PPAG II LLC                                                    ,Streamwood           ,
PPAG LLC                                                       ,Streamwood           ,
Prader-Willi Starlight Home                                    ,Oconomowoc           ,
Prairie Academy School                                         ,Chicago              ,
Prairie Central CUSD 8                                         ,Fairbury             ,
Prairie Central Elem School                                    ,Fairbury             ,
Prairie Central High School                                    ,Fairbury             ,
Prairie Central Jr High School                                 ,Forrest              ,
Prairie Central Primary East                                   ,Chatsworth           ,
Prairie Central Primary West                                   ,Chenoa               ,
Prairie Central Upper Elementary                               ,Forrest              ,
Prairie Children Preschool                                     ,Aurora               ,
Prairie Crossing Charter School                                ,Grayslake            ,
Prairie Du Rocher CCSD 134                                     ,Prairie Du Rocher    ,
Prairie Du Rocher Elem School                                  ,Prairie Du Rocher    ,
Prairie Elem School                                            ,Orland Park          ,
Prairie Elem School                                            ,Naperville           ,
Prairie Elementary School                                      ,Buffalo Grove        ,
Prairie Flower Montessori School                               ,Decatur              ,
Prairie Grove CSD 46                                           ,Crystal Lake         ,
Prairie Grove Elem School                                      ,Crystal Lake         ,
Prairie Grove Junior High School                               ,Crystal Lake         ,
Prairie Hill CCSD 133                                          ,South Beloit         ,
Prairie Hill Elem School                                       ,South Beloit         ,
Prairie Jr High School                                         ,Alsip                ,
Prairie Knolls Middle Sch                                      ,Elgin                ,
Prairie Oak School                                             ,Berwyn               ,
Prairie Point Elem School                                      ,Oswego               ,
Prairie Ridge High School                                      ,Crystal Lake         ,
Prairie School of DuPage                                       ,Wheaton              ,
Prairie Trail School                                           ,Wadsworth            ,
Prairie View Elem School                                       ,Sandwich             ,
Prairie View Grade School                                      ,Elgin                ,
Prairie View Middle School                                     ,Tinley Park          ,
Prairie View Montessori                                        ,Aurora               ,
Prairie-Hills ESD 144                                          ,Markham              ,
Prairie-Hills Junior High School                               ,Markham              ,
Prairieland Elementary School                                  ,Normal               ,
Prairieview Elementary School                                  ,Downers Grove        ,
Prairieview Elementary School                                  ,Bartlett             ,
Prairieview School                                             ,Hainesville          ,
Prairieview-Ogden CCSD 197                                     ,Royal                ,
Prairieview-Ogden Jr High Sch                                  ,Thomasboro           ,
Prairieview-Ogden North Elem                                   ,Royal                ,
Prairieview-Ogden South Elem                                   ,Ogden                ,
Prairiewood Elem Sch                                           ,Woodstock            ,
Prather Elementary School                                      ,Granite City         ,
Prekindergarten Facility                                       ,Carmi                ,
Premier Academy Morris                                         ,Morris               ,
Premier Academy Morris TAOEP                                   ,Morris               ,
Presbyterian Church USA                                        ,Assumption           ,
Prescott Elem School                                           ,Chicago              ,
Prieto Math-Science Elem Sch                                   ,Chicago              ,
Primary Learning Center                                        ,Markham              ,
Prince of Peace                                                ,Lake Villa           ,
Princeton Christian Academy                                    ,Princeton            ,
Princeton ESD 115                                              ,Princeton            ,
Princeton High School                                          ,Princeton            ,
Princeton HSD 500                                              ,Princeton            ,
Princeville CUSD 326                                           ,Princeville          ,
Princeville Elem School                                        ,Princeville          ,
Princeville High School                                        ,Princeville          ,
Pritzker Elem School                                           ,Chicago              ,
Proegler School                                                ,Kankakee             ,
Project Challenge                                              ,Oak Forest           ,
Project Echo                                                   ,Johnston City        ,
PROJECT IMPACT                                                 ,Springfield          ,
Project Indian                                                 ,Minooka              ,
Project Insight                                                ,Macomb               ,
Project SOAR                                                   ,Du Quoin             ,
Project SOAR Alternative Optional Ed Program                   ,Du Quoin             ,
Prologue                                                       ,Chicago              ,
PROLOGUE EARLY COLLEGE                                         ,CHICAGO              ,
Promise Christian Academy                                      ,Matteson             ,
Promise Christian Academy                                      ,Tuscola              ,
Prophetstown Elem School                                       ,Prophetstown         ,
Prophetstown High School                                       ,Prophetstown         ,
Prophetstown-Lyndon-Tampico CUSD3                              ,Prophetstown         ,
Prospect Elem School                                           ,Clarendon Hills      ,
Prospect Heights SD 23                                         ,Prospect Heights     ,
Prospect High School                                           ,Mt Prospect          ,
Prosser Career Academy HS                                      ,Chicago              ,
Providence - St Mel School                                     ,Chicago              ,
Providence Catholic Childrens Academy                          ,New Lenox            ,
Providence Catholic High School                                ,New Lenox            ,
Providence-Englewood Elem Charter                              ,Chicago              ,
Proviso Area Except Child Center                               ,Maywood              ,
Proviso Area Exceptional Child                                 ,Maywood              ,
Proviso East High School                                       ,Maywood              ,
Proviso Math and Science Academy                               ,Forest Park          ,
Proviso THSD 209 Dream School                                  ,Forest Park          ,
Proviso Twp HSD 209                                            ,Forest Park          ,
Proviso West High School                                       ,Hillside             ,
Provo Canyon School-Girls                                      ,Springville          ,
Provo Canyon School-Orem                                       ,Springville          ,
Provo Canyon School-Provo                                      ,Provo                ,
Prussing Elem School                                           ,Chicago              ,
Puerto Rican H S - Pedro A Campos                              ,Chicago              ,
Pui Tak Christian School                                       ,Chicago              ,
Pulaski Intl Sch of Chicago                                    ,Chicago              ,
Pullman Elem School                                            ,Chicago              ,
Putnam Co Primary Sch                                          ,Granville            ,
Putnam County CUSD 535                                         ,Granville            ,
Putnam County Elem School                                      ,Hennepin             ,
Putnam County High School                                      ,Granville            ,
Putnam County Jr High School                                   ,Mc Nabb              ,
Pythagoras Childrens Academy                                   ,Elmhurst             ,
Quad Cities Christian School                                   ,Moline               ,
Quad City Career and Tech Ed Cons                              ,East Moline          ,
Queen Bee School                                               ,Glendale Heights     ,
Queen Bee SD 16                                                ,Glendale Heights     ,
Queen of All Saints School                                     ,Chicago              ,
Queen of Angels School                                         ,Chicago              ,
Queen of Martyrs                                               ,Evergreen Park       ,
Queen of the Rosary School                                     ,Elk Grove Village    ,
Queen of the Universe                                          ,Chicago              ,
Quentin Road Christian School                                  ,Lake Zurich          ,
Quest Charter School Academy                                   ,Peoria               ,
Quincy Area Voc Ctr                                            ,Quincy               ,
Quincy Christian School                                        ,Quincy               ,
Quincy Jr High School                                          ,Quincy               ,
Quincy Notre Dame High School                                  ,Quincy               ,
Quincy SD 172                                                  ,Quincy               ,
Quincy Sr High School                                          ,Quincy               ,
R E A D Y Program                                              ,Champaign            ,
R K Welsh Elem School                                          ,Rockford             ,
R O W V A Elem School                                          ,Oneida               ,
R O W V A CUSD 208                                             ,Oneida               ,
R O W V A Jr and Sr High School                                ,Oneida               ,
Raby High School                                               ,Chicago              ,
Raccoon Cons Elem School                                       ,Centralia            ,
Raccoon Cons SD 1                                              ,Centralia            ,
RAES East Alt Ed                                               ,Galesburg            ,
RAES Night School                                              ,Galesburg            ,
RAES RSSP                                                      ,Galesburg            ,
RAES West                                                      ,Monmouth             ,
RAES West Alt Ed                                               ,Monmouth             ,
Rainbow of Hope                                                ,Danville             ,
Ralph J Frost Academy                                          ,Park Ridge           ,
Ralston Elem School                                            ,Machesney Park       ,
Ramsey CUSD 204                                                ,Ramsey               ,
Ramsey Elem School                                             ,Ramsey               ,
Ramsey High School                                             ,Ramsey               ,
Ranch View Elementary School                                   ,Naperville           ,
Randolph Elem School                                           ,Chicago              ,
Rankin CSD 98                                                  ,Pekin                ,
Rankin Elem School                                             ,Pekin                ,
Ransom Grade School                                            ,Ransom               ,
Rantoul City SD 137                                            ,Rantoul              ,
Rantoul Township HSD 193                                       ,Rantoul              ,
Rantoul Twp High School                                        ,Rantoul              ,
RAP Elizabeth                                                  ,Elizabeth            ,
RAP Freeport                                                   ,Freeport             ,
Ravenswood Baptist Christian Sch                               ,Chicago              ,
Ravenswood Elem School                                         ,Chicago              ,
Ravinia Elem School                                            ,Highland Park        ,
Ray Elem School                                                ,Chicago              ,
Raymond Benson Primary School                                  ,Itasca               ,
Raymond Ellis Elem School                                      ,Round Lake Beach     ,
Raymond Grade School                                           ,Raymond              ,
Reagan Middle School                                           ,Dixon                ,
Reavis Elem Math & Sci Spec Schl                               ,Chicago              ,
Reavis Elem School                                             ,Lansing              ,
Reavis High School                                             ,Burbank              ,
Reavis Twp HSD 220                                             ,Burbank              ,
Reba O Steck Elementary School                                 ,Aurora               ,
Red Bud CUSD 132                                               ,Red Bud              ,
Red Bud Elem School                                            ,Red Bud              ,
Red Bud High School                                            ,Red Bud              ,
Red Hill CUSD 10                                               ,Bridgeport           ,
Red Hill Jr/Sr High School                                     ,Bridgeport           ,
Red Oak Elem School                                            ,Highland Park        ,
Red Rock Canyon School                                         ,St George            ,
Reed Custer CUSD 255U                                          ,Braidwood            ,
Reed Elem School                                               ,Homer Glen           ,
Reed-Custer Elementary School                                  ,Braidwood            ,
Reed-Custer High School                                        ,Braidwood            ,
Reed-Custer Middle School                                      ,Braidwood            ,
Reflections of Grace Acad College Prep                         ,Plainfield           ,
Regina Dominican High School                                   ,Wilmette             ,
Region 05 North Cook ISC 1                                     ,Des Plaines          ,
Region 06 West Cook ISC 2                                      ,Hillside             ,
Region 07 South Cook ISC 4                                     ,Chicago Heights      ,
Region III 5-8 BD Clip Prgm                                    ,Wood River           ,
Region III 5-8 CLIP Prgrm                                      ,East Alton           ,
Region III K-8 CLIP PRG                                        ,East Alton           ,
Region III Spec Ed Coop                                        ,Cottage Hills        ,
Regional Alop School                                           ,Bloomington          ,
Regional Alternative School                                    ,Rockford             ,
Regional Center for Change                                     ,Rock Falls           ,
Regional Center For Change ALOP Program                        ,Rock Falls           ,
Regional Office of Car/Tech Educ                               ,Springfield          ,
Regl Inst Scholastic Excellence                                ,Chicago Heights      ,
Regl Inst Scholastic Excellence                                ,Worth                ,
Regl Learning Academy Star Boone                               ,Belvidere            ,
Reg'l Learning Academy Star Winn                               ,Rockford             ,
Reg'l Learning Center Star Boone                               ,Belvidere            ,
Reg'l Learning Center Star Winn                                ,Rockford             ,
Reg'l Safe School Program ROE #28                              ,Atkinson             ,
Reilly Elem School                                             ,Chicago              ,
Reinberg Elem School                                           ,Chicago              ,
Rend Lake Area Reg Del System                                  ,Mount Vernon         ,
Rescue Missionary Christian Sch                                ,Chicago              ,
Reskin Elem School                                             ,Glendale Heights     ,
RE-Start Program                                               ,Champaign            ,
RESURRECTION COLLEGE PREP HIGH SCHOOL                          ,CHICAGO              ,
Resurrection High School                                       ,Chicago              ,
Resurrection Lutheran School                                   ,Aurora               ,
Revere Elem School                                             ,Chicago              ,
Revive Alternative High School                                 ,Raymond              ,
Rhodes Elem School                                             ,River Grove          ,
Rhodes SD 84-5                                                 ,River Grove          ,
Rice Childrens Center                                          ,Evanston             ,
Rice Childrens Cntr (residential)                              ,Evanston             ,
Rich Central Campus High School                                ,Olympia Fields       ,
Rich East Campus High School                                   ,Park Forest          ,
Rich South Campus High School                                  ,Richton Park         ,
Rich Twp HSD 227                                               ,Matteson             ,
Richard Byrd Elementary School                                 ,Burbank              ,
Richard F Bernotas Middle Sch                                  ,Crystal Lake         ,
Richard Ira Jones Middle School                                ,Plainfield           ,
Richards Career Academy HS                                     ,Chicago              ,
Richardson Middle School                                       ,Chicago              ,
Richland County CUSD 1                                         ,Olney                ,
Richland County Elementary School                              ,Olney                ,
Richland County High School                                    ,Olney                ,
Richland County Middle School                                  ,Olney                ,
Richland Elem School                                           ,Crest Hill           ,
Richland GSD 88A                                               ,Crest Hill           ,
Richmond Grade School                                          ,Richmond             ,
Richmond Intermediate Sch                                      ,Saint Charles        ,
Richmond-Burton CHSD 157                                       ,Richmond             ,
Richmond-Burton High School                                    ,Richmond             ,
Richton Square School                                          ,Richton Park         ,
Richwoods High School                                          ,Peoria               ,
Rickover Jr High School                                        ,Sauk Village         ,
Rickover Naval Academy High Schl                               ,Chicago              ,
RICMS                                                          ,Rock Island          ,
RICMS Intermediate                                             ,Rock Island          ,
RICMS Primary                                                  ,Rock Island          ,
Riddle Elementary School                                       ,Mattoon              ,
Ridge Academy                                                  ,Chicago              ,
Ridge Central Elem School                                      ,Chicago Ridge        ,
Ridge Circle Elem School                                       ,Streamwood           ,
Ridge Early Childhood Center                                   ,Oak Forest           ,
Ridge Elementary School                                        ,Plainfield           ,
Ridge Family Center for Learning                               ,Elk Grove Village    ,
Ridge Lawn Elementary School                                   ,Chicago Ridge        ,
Ridgeland SD 122                                               ,Oak Lawn             ,
Ridgely Elem School                                            ,Springfield          ,
Ridgeview CUSD 19                                              ,Colfax               ,
Ridgeview Elementary School                                    ,Colfax               ,
Ridgeview Elementary School                                    ,Peoria               ,
Ridgeview High School                                          ,Colfax               ,
Ridgeview Jr High School                                       ,Colfax               ,
Ridgewood CHSD 234                                             ,Norridge             ,
Ridgewood Comm High School                                     ,Norridge             ,
Ridgewood Elem School                                          ,East Moline          ,
Ridgewood Elem School                                          ,Rock Island          ,
Riley CCSD 18                                                  ,Marengo              ,
Riley Comm Cons School                                         ,Marengo              ,
Riley Preschool                                                ,Harvey               ,
Ringwood School Primary Ctr                                    ,Ringwood             ,
River Bend CUSD 2                                              ,Fulton               ,
River Bend Middle School                                       ,Fulton               ,
River Forest SD 90                                             ,River Forest         ,
River Grove Elem School                                        ,River Grove          ,
River Grove SD 85-5                                            ,River Grove          ,
River Ridge CUSD 210                                           ,Hanover              ,
River Ridge Elementary School                                  ,Hanover              ,
River Ridge High School                                        ,Hanover              ,
River Ridge Middle School                                      ,Hanover              ,
River Trail School                                             ,Gurnee               ,
River Trails Early Learning Center at Parkview                 ,Mount Prospect       ,
River Trails Middle School                                     ,Mount Prospect       ,
River Trails SD 26                                             ,Mt Prospect          ,
River Valley School                                            ,Lemont               ,
River View Elementary School                                   ,Plainfield           ,
River Woods Elementary School                                  ,Naperville           ,
Riverdahl Elem School                                          ,Rockford             ,
Riverdale CUSD 100                                             ,Port Byron           ,
Riverdale Elem School                                          ,Port Byron           ,
Riverdale Middle School                                        ,Port Byron           ,
Riverdale PreSchool Center                                     ,Rock Falls           ,
Riverdale School                                               ,Riverdale            ,
Riverdale Sr High School                                       ,Port Byron           ,
Riveredge Hospital                                             ,Forest Park          ,
Rivers of Life Christian School                                ,Granite City         ,
Riverside Brookfield Twp HS                                    ,Riverside            ,
Riverside SD 96                                                ,Riverside            ,
Riverside-Brookfield Twp SD 208                                ,Riverside            ,
Riverton CUSD 14                                               ,Riverton             ,
Riverton Elem School                                           ,Riverton             ,
Riverton High School                                           ,Riverton             ,
Riverton Middle School                                         ,Riverton             ,
Riverview CCSD 2                                               ,East Peoria          ,
Riverview Elem School                                          ,East Peoria          ,
Riverview Elementary School                                    ,South Beloit         ,
Riverwood Elementary School                                    ,McHenry              ,
Riverwoods Montessori School                                   ,Riverwoods           ,
Roanoke Benson CUSD 60                                         ,Roanoke              ,
Roanoke-Benson High School                                     ,Roanoke              ,
Roanoke-Benson Jr High School                                  ,Benson               ,
Robein Elem School                                             ,East Peoria          ,
Robein SD 85                                                   ,East Peoria          ,
Robert A Jamieson School                                       ,Peoria               ,
Robert C Hill Elem School                                      ,Romeoville           ,
Robert Clow Elem Sch                                           ,Naperville           ,
Robert Crown School                                            ,Wauconda             ,
Robert E Abbott Middle School                                  ,Waukegan             ,
Robert Frost Elem School                                       ,Mount Prospect       ,
Robert Frost JHS                                               ,Schaumburg           ,
Robert T Walker Leadership Int                                 ,Chicago              ,
Robertson Charter School                                       ,Decatur              ,
Robeson Elem School                                            ,Champaign            ,
Robina Lyle Elementary School                                  ,Bridgeview           ,
Robinson CUSD 2                                                ,Robinson             ,
Robinson Elem School                                           ,Chicago              ,
Robinson High School                                           ,Robinson             ,
Rochelle CCSD 231                                              ,Rochelle             ,
